Artist,Track,acousticness,danceability,duration_ms,energy,followers,instrumentalness,key,liveness,loudness,mode,popularity,speechiness,tempo,time_signature,valence
Vanessa Carlton,A Thousand Miles,0.323,0.56,237493,0.825,389142,0.0,11,0.161,-3.862,1,76,0.0379,94.931,4,0.268
Semisonic,Closing Time,0.0204,0.478,274160,0.854,259858,1.21e-06,7,0.115,-5.454,1,68,0.0289,91.854,4,0.274
Bryan Adams,Summer Of '69,0.0183,0.508,216053,0.834,1562905,0.0,2,0.0732,-6.205,1,81,0.0386,139.131,4,0.774
Marky Mark And The Funky Bunch,Good Vibrations,0.00189,0.711,269307,0.951,64842,0.366,1,0.0229,-8.406,1,58,0.0537,121.656,4,0.903
MC Hammer,U Can't Touch This,0.00456,0.867,257360,0.517,316467,0.000339,11,0.0864,-13.222,0,74,0.0875,133.148,4,0.866
Rick Astley,Never Gonna Give You Up,0.135,0.727,212827,0.939,531383,4.35e-05,8,0.151,-11.855,1,68,0.0369,113.33,4,0.916
Spin Doctors,Two Princes,0.00162,0.543,256733,0.912,334302,2.1e-06,7,0.0565,-10.71,1,71,0.0601,103.731,4,0.836
Bowling For Soup,1985,0.000242,0.606,193000,0.887,733638,0.0,4,0.337,-4.404,1,69,0.0598,119.974,4,0.903
Phil Collins,Sussudio,0.0529,0.714,263107,0.935,2736762,0.0934,5,0.0515,-5.195,1,67,0.0849,121.232,4,0.725
Katy Perry,I Kissed A Girl,0.00223,0.699,179640,0.76,15185501,0.0,5,0.132,-3.173,1,66,0.0677,129.996,4,0.696
Alien Ant Farm,Smooth Criminal,0.00316,0.653,209267,0.964,527767,0.00512,9,0.144,-4.261,0,72,0.0582,126.928,4,0.87
The Goo Goo Dolls,Iris,0.00125,0.315,289533,0.715,1579586,7.97e-06,11,0.0942,-8.072,0,77,0.0362,155.925,3,0.497
J-Kwon,Tipsy - Radio Mix,0.0484,0.925,243027,0.748,129394,0.0,11,0.101,-5.572,0,61,0.278,92.978,4,0.615
Bon Jovi,Livin' On A Prayer,0.0778,0.532,249293,0.887,7655882,0.000214,0,0.294,-3.757,1,83,0.0335,122.511,4,0.795
Neil Diamond,Sweet Caroline,0.611,0.529,203573,0.127,1076213,0.000109,11,0.237,-16.066,1,78,0.0274,63.05,4,0.578
Weezer,Beverly Hills,0.0932,0.693,196093,0.823,1981899,0.0,5,0.328,-3.761,1,69,0.0726,87.904,4,0.741
DMX,Party Up,0.0738,0.51,268867,0.931,1891623,0.0,11,0.5,-3.302,1,70,0.347,201.936,4,0.53
Ricky Martin,Livin' la Vida Loca,0.00411,0.425,243160,0.954,5309033,0.0,1,0.0555,-3.756,0,72,0.0476,178.043,4,0.933
Marilyn Manson,Tainted Love,0.00104,0.637,200067,0.95,2540150,7.35e-06,8,0.288,-4.4,1,57,0.109,142.018,4,0.511
Counting Crows,Mr. Jones,0.183,0.578,272293,0.817,1044302,3.06e-06,0,0.285,-6.542,1,76,0.0363,141.621,4,0.726
The Ataris,The Boys of Summer,0.000674,0.251,258000,0.954,159924,0.000132,6,0.0975,-2.879,1,65,0.0691,191.059,4,0.264
Hanson,MMMBop,0.00481,0.683,268653,0.937,274747,0.0046,9,0.07,-6.335,1,67,0.0449,104.872,4,0.619
Len,Steal My Sunshine,0.394,0.413,265533,0.829,19628,0.0,4,0.108,-11.111,1,60,0.529,191.477,4,0.677
Simple Plan,I'm Just A Kid,0.00107,0.527,198333,0.834,2431454,0.000102,1,0.0993,-5.531,1,72,0.0447,110.065,4,0.422
The Cardigans,Lovefool - Radio Edit,0.0406,0.641,195933,0.623,880888,0.0,9,0.159,-6.892,1,24,0.0279,111.784,4,0.939
Will Smith,Miami,0.0339,0.877,197560,0.534,650103,1.73e-05,1,0.0441,-6.18,1,69,0.151,108.171,4,0.89
Elton John,Don't Go Breaking My Heart,0.177,0.742,271133,0.863,4910785,5.59e-06,5,0.0699,-7.823,1,70,0.038,131.196,4,0.776
Billy Joel,We Didn't Start the Fire,0.0771,0.712,287733,0.967,2541063,0.0,7,0.356,-5.206,1,74,0.047,145.024,4,0.895
Men At Work,Down Under,0.0485,0.746,220867,0.79,653917,0.0261,11,0.0534,-4.7,0,73,0.0257,107.231,4,0.891
Fat Joe,What's Luv? (feat. Ja-Rule & Ashanti),0.0219,0.835,267093,0.707,782112,2.19e-05,8,0.108,-5.074,1,72,0.0598,93.955,4,0.919
Nelly Furtado,I'm Like A Bird,0.139,0.587,336373,0.981,1905666,0.0314,2,0.0615,-5.523,0,24,0.112,173.029,4,0.782
Sinéad O'Connor,Nothing Compares 2 U,0.0425,0.511,280040,0.574,515609,2.33e-05,5,0.105,-7.016,1,72,0.0273,119.917,4,0.161
Cher,Believe,0.0987,0.83,260177,0.482,299,0.00169,5,0.0884,-9.074,1,19,0.0733,113.087,4,0.742
Petey Pablo,Freek-A-Leek,0.0744,0.756,235187,0.691,276180,0.0,2,0.364,-3.718,1,63,0.178,104.999,4,0.632
Aerosmith,I Don't Want to Miss a Thing,0.165,0.383,298760,0.662,880888,0.0,2,0.248,-5.162,1,76,0.0333,121.154,4,0.138
Matchbox Twenty,Push,0.0067,0.42,238667,0.672,1527951,0.0,6,0.108,-7.902,1,71,0.027,168.019,4,0.476
Falco,Rock Me Amadeus - The Gold Mix,0.296,0.61,202236,0.817,238568,0.00336,4,0.0884,-9.45,0,61,0.133,176.737,4,0.889
The Knack,My Sharona,0.0589,0.586,295400,0.7,111504,0.00125,0,0.0318,-9.558,1,74,0.0363,147.245,4,0.897
Phantom Planet,California - Tchad Blake Mix,0.0387,0.4,193933,0.805,64089,5.4e-05,4,0.109,-7.305,1,65,0.0407,158.459,4,0.324
Corona,The Rhythm of the Night,0.000235,0.688,264307,0.782,100936,0.666,5,0.0955,-12.291,0,55,0.034,127.822,4,0.77
Savage,Swing,0.0209,0.885,217893,0.474,27798,0.0,1,0.0895,-8.133,0,57,0.25,150.072,4,0.794
MIKA,Grace Kelly,0.0194,0.671,187733,0.82,985169,0.0133,0,0.361,-5.796,1,59,0.048,122.361,4,0.685
Taylor Swift,Mean,0.452,0.568,237733,0.761,28345596,0.0,4,0.217,-3.987,1,62,0.0459,163.974,4,0.789
Mungo Jerry,In the Summertime,0.724,0.754,211880,0.449,43331,0.0,4,0.162,-14.013,1,67,0.0615,82.751,4,0.973
The Mary Nixons,Adrian,0.0439,0.695,212486,0.869,2513,9.94e-05,3,0.167,-3.844,1,53,0.0637,112.949,4,0.32
Disclosure,Ultimatum - Edit,0.303,0.838,213382,0.706,1734487,0.863,7,0.0712,-7.626,0,56,0.067,118.017,4,0.776
Lucas & Steve,Let's Go,0.0239,0.626,191429,0.844,316977,0.909,11,0.0673,-5.455,0,54,0.0338,126.008,4,0.181
Sigala,Lullaby,0.0322,0.73,278732,0.94,1096719,0.000163,8,0.096,-2.653,1,38,0.0554,125.018,4,0.753
Galantis,Mama Look At Me Now,0.0177,0.661,266675,0.775,2916698,0.00381,7,0.124,-5.06,0,30,0.0454,126.013,4,0.502
Axwell /\ Ingrosso,Dreamer,0.0237,0.627,251147,0.847,2154312,0.0,10,0.212,-5.303,1,69,0.0352,126.017,4,0.611
Disclosure,Funky Sensation,0.0101,0.678,215593,0.795,1734487,0.0159,4,0.0981,-6.309,0,55,0.131,118.006,4,0.648
Kygo,Born To Be Yours,0.3,0.688,193321,0.688,6259771,0.0,3,0.0982,-5.84,1,63,0.0357,114.011,4,0.451
Jay Hardway,Solid,0.002,0.603,171567,0.739,340346,0.746,11,0.651,-5.783,1,38,0.0395,128.029,4,0.21
Junior J,Back In Your Heart,0.121,0.531,172000,0.863,2376,0.0,8,0.123,-4.082,1,53,0.114,120.055,4,0.584
Justin Mylo,Live Like This,0.00369,0.56,183182,0.727,52122,0.000126,5,0.239,-6.602,0,41,0.117,127.97,4,0.346
Don Diablo,Head Up,0.46,0.639,207146,0.931,3018934,0.0,11,0.0942,-1.73,1,52,0.0708,126.084,4,0.471
Phats & Small,Turn Around - Youngr Bootleg,0.0147,0.633,206505,0.776,16580,1.84e-05,1,0.163,-6.763,0,31,0.095,131.951,4,0.311
Galantis,Satisfied (feat. MAX),0.00759,0.75,155939,0.651,2916698,0.0,1,0.521,-4.655,1,57,0.121,120.055,4,0.928
Avicii,The Nights,0.0872,0.711,264133,0.521,17318607,2.79e-05,6,0.0807,-5.104,1,43,0.0697,125.995,4,0.34
Felix Jaehn,Feel Good,0.121,0.702,166947,0.903,975163,0.000123,4,0.168,-3.921,1,63,0.038,125.948,4,0.66
Purple Disco Machine,Dished (Male Stripper) - Edit,0.0514,0.685,160522,0.921,129240,0.893,8,0.0606,-5.876,1,50,0.0297,123.015,4,0.628
Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),0.0454,0.522,193569,0.833,1555679,0.0,0,0.127,-3.715,1,63,0.0575,180.009,4,0.296
D-Sol,Don't Stop,0.00197,0.628,187008,0.908,6474,0.19,4,0.235,-3.622,1,53,0.045,122.024,4,0.882
Life of Dillon,Dreams - Lost Kings Remix,0.281,0.623,206013,0.89,33845,0.0,7,0.118,-3.832,1,45,0.0377,127.978,4,0.665
Jay Hardway,Golden Pineapple,0.000696,0.667,188110,0.948,340346,0.973,9,0.151,-4.149,0,51,0.104,125.973,4,0.323
The Knocks,Ride Or Die (feat. Foster The People) - Vicetone Remix,0.35,0.6,195789,0.871,129582,0.0,0,0.0584,-4.527,1,58,0.0492,113.967,4,0.511
Krystal Klear,Neutron Dance - Edit,0.0123,0.679,171614,0.843,15706,0.917,7,0.328,-7.378,1,47,0.0396,125.03,4,0.827
Sigala,Feels Like Home,0.141,0.749,219080,0.907,1096719,0.0,6,0.108,-3.168,1,59,0.0638,124.958,4,0.68
Lika Morgan,Go with the Flow,0.133,0.724,176625,0.901,20390,0.000571,11,0.11,-4.383,1,51,0.0763,120.016,4,0.695
Seizo,Oh Baby,0.0281,0.696,159896,0.798,1755,0.00119,8,0.118,-5.011,1,48,0.0345,124.023,4,0.388
Louis The Child,Better Not (feat. Wafia),0.0429,0.73,209244,0.877,347909,0.000694,6,0.286,-4.35,0,44,0.0845,119.024,4,0.708
MOTi,Just Don't Know It Yet,0.0232,0.688,171429,0.838,198887,0.0,9,0.131,-3.25,1,42,0.114,126.069,4,0.359
Steve Brian,Footprint,0.0131,0.599,200625,0.858,5463,0.0252,1,0.37,-6.098,1,45,0.151,128.008,4,0.226
Lucas & Steve,Anywhere,0.00552,0.618,158602,0.767,316977,0.0,5,0.147,-5.024,1,72,0.0489,124.071,4,0.239
Boston Bun,Spread Love (Paddington) [feat. DVNO],0.0215,0.729,192731,0.899,16177,0.00118,0,0.116,-4.757,1,53,0.191,121.97,4,0.623
Felix Cartal,Get What You Give,0.0143,0.626,219174,0.748,58918,0.0,1,0.123,-5.899,1,47,0.0345,121.067,4,0.223
Young Romantic,Move (Time To Get Loose),0.00578,0.791,188439,0.793,641,0.0268,2,0.25,-7.546,1,44,0.0617,123.97,4,0.895
Lika Morgan,Saturday Night,0.116,0.779,186382,0.891,20390,0.00541,8,0.0396,-4.754,1,33,0.0903,122.995,4,0.783
Tom Staar,Drift,0.00611,0.496,207772,0.966,22407,0.953,2,0.0671,-3.568,1,55,0.0407,126.017,4,0.0615
Angus & Julia Stone,Chateau - ARTY Remix,0.036,0.552,227244,0.821,995175,0.0851,5,0.0618,-4.241,1,47,0.026,126.954,4,0.401
High N Wild,This Time,0.0244,0.578,188160,0.861,400,0.0101,6,0.169,-4.591,0,12,0.133,125.062,4,0.156
Pnau,Changa - Blanke Remix,0.033,0.53,188471,0.789,128339,0.119,9,0.272,-5.546,1,54,0.0431,110.086,4,0.0654
Don Diablo,Save A Little Love,0.0108,0.625,202930,0.91,1590807,0.0,0,0.662,-2.583,0,53,0.107,122.067,4,0.328
ARTY,Rain,0.426,0.654,214600,0.865,311331,0.0,2,0.404,-3.696,1,48,0.115,93.0,4,0.883
Tommie Sunshine,Dance 2 Your Heartbeat,0.014,0.657,213333,0.92,13576,0.0147,0,0.337,-4.323,1,43,0.0373,126.008,4,0.355
Louie Vega,Last Night A DJ Saved My Life (feat. Anané & Tony Touch),0.00526,0.937,296447,0.459,27807,0.00426,11,0.198,-8.234,1,45,0.104,114.997,4,0.751
Mike Williams,Bambini,0.000763,0.477,162187,0.916,252326,0.684,1,0.124,-4.94,1,49,0.037,127.988,4,0.112
Steve Angello,Stockholm Skies (feat. Tom Taped & Alex Aris),0.0172,0.559,273440,0.759,500630,0.00558,10,0.158,-5.866,1,43,0.0394,128.001,4,0.145
Duke Dumont,Inhale,0.0281,0.741,190730,0.814,537438,0.0,2,0.064,-4.393,1,59,0.0646,118.048,4,0.476
Robbie Rivera,All We Need Is Love,0.0422,0.601,219997,0.901,28951,0.0,1,0.0861,-3.731,1,27,0.0579,122.098,4,0.315
Deorro,I Can Be Somebody,0.0168,0.634,277500,0.482,1030575,0.00115,0,0.147,-8.398,1,49,0.0331,127.928,4,0.238
Kygo,Never Let You Go (feat. John Newman),0.0741,0.735,232907,0.747,6259771,0.0,10,0.103,-4.959,1,61,0.0837,123.025,4,0.555
RAC,This Song,0.0712,0.671,247507,0.763,127038,0.000655,2,0.171,-6.078,1,50,0.0434,120.013,4,0.304
Keeno,At Twilight,0.00315,0.45,250971,0.872,45465,0.83,2,0.071,-5.312,1,30,0.0408,175.025,4,0.2
The Supremes,You Can't Hurry Love,0.299,0.63,167933,0.711,1026620,0.0,10,0.0813,-9.34,1,74,0.0472,96.912,4,0.659
The Archies,"Sugar, Sugar",0.466,0.736,167187,0.871,60214,0.0,2,0.108,-2.786,1,67,0.0278,122.395,4,0.967
Four Tops,"I Can't Help Myself (Sugar Pie, Honey Bunch)",0.245,0.667,160280,0.599,609267,0.0,0,0.107,-8.894,1,72,0.0291,127.935,4,0.971
The Temptations,My Girl,0.635,0.572,165000,0.418,1652057,0.0,0,0.0961,-10.738,1,79,0.0349,104.566,4,0.694
Aretha Franklin,Respect,0.164,0.805,147600,0.558,2205335,2.2e-05,0,0.0546,-5.226,1,73,0.041,114.95,4,0.965
Marvin Gaye,Ain't No Mountain High Enough,0.43,0.663,151667,0.6,3310031,0.0,7,0.184,-10.87,1,80,0.032,129.991,4,0.8
Van Morrison,Brown Eyed Girl,0.182,0.491,183307,0.583,1557441,0.0,7,0.407,-10.964,1,79,0.0376,150.572,4,0.907
Stevie Wonder,"Signed, Sealed, Delivered (I'm Yours)",0.0534,0.675,161160,0.597,4177468,0.0,5,0.0986,-11.329,1,76,0.0337,108.875,4,0.828
The Foundations,Build Me Up Buttercup,0.313,0.66,177533,0.512,46787,0.0,0,0.283,-7.183,1,73,0.0294,133.607,4,0.852
The Beatles,Here Comes The Sun - Remastered 2009,0.0339,0.557,185733,0.54,15876626,0.00248,9,0.179,-10.484,1,83,0.0347,129.171,4,0.394
The Jackson 5,I Want You Back,0.492,0.639,180840,0.543,934189,1.29e-05,8,0.28,-12.777,1,64,0.0303,98.185,4,0.937
Sam Cooke,(What A) Wonderful World,0.627,0.691,125440,0.507,981237,0.0,11,0.457,-10.23,1,72,0.0343,128.518,4,0.885
Jackie Wilson,(Your Love Keeps Lifting Me) Higher & Higher,0.176,0.631,181067,0.69,254953,0.0,2,0.121,-6.676,1,70,0.0531,94.574,4,0.938
Roy Orbison,"Oh, Pretty Woman",0.715,0.619,178933,0.603,938313,0.0,9,0.0721,-9.481,1,73,0.0342,127.432,4,0.958
The Ronettes,Be My Baby,0.181,0.511,160907,0.769,133582,0.0,4,0.0921,-7.032,1,71,0.042,129.657,4,0.818
Tom Jones,It's Not Unusual,0.598,0.476,119800,0.722,426288,0.0,0,0.184,-10.017,1,68,0.0646,92.966,4,0.909
The Supremes,Baby Love,0.76,0.595,158040,0.643,1026620,0.0,5,0.538,-9.275,1,69,0.0365,135.633,4,0.73
The Lovin' Spoonful,Do You Believe in Magic?,0.218,0.552,125827,0.742,252355,0.0,0,0.339,-7.963,1,66,0.0454,138.591,4,0.751
Frankie Valli & The Four Seasons,Sherry,0.647,0.701,152160,0.471,349130,0.0,0,0.125,-8.072,1,61,0.0421,117.564,4,0.69
Neil Diamond,Sweet Caroline,0.611,0.529,203573,0.127,1076213,0.000109,11,0.237,-16.066,1,78,0.0274,63.05,4,0.578
Otis Redding,(Sittin' On) The Dock Of The Bay,0.684,0.769,163756,0.367,1506150,1.62e-05,2,0.081,-11.226,1,73,0.0312,103.621,4,0.535
The Monkees,I'm A Believer,0.707,0.526,167373,0.775,622788,2.05e-05,0,0.217,-6.05,1,73,0.0352,80.106,4,0.962
The Marvelettes,Please Mr. Postman,0.729,0.785,148040,0.776,193220,0.0,2,0.181,-5.259,1,68,0.0312,121.505,4,0.967
Frankie Valli & The Four Seasons,Walk Like A Man,0.605,0.681,137933,0.64,349130,0.0,3,0.0641,-10.364,1,59,0.0346,117.884,4,0.966
The Turtles,Happy Together,0.55,0.584,176293,0.367,312647,1.38e-05,6,0.0818,-9.638,0,74,0.0328,120.175,4,0.588
Simon & Garfunkel,Mrs. Robinson,0.713,0.606,244027,0.457,2615232,2.53e-05,6,0.0747,-14.035,0,76,0.0497,92.033,4,0.813
Aretha Franklin,I Say A Little Prayer,0.48,0.59,216773,0.355,2205335,0.0,9,0.0585,-14.051,1,75,0.0352,133.03,4,0.499
The Jackson 5,ABC,0.486,0.715,177733,0.678,934189,0.000192,8,0.15,-11.842,1,64,0.0475,94.769,4,0.947
The Isley Brothers,This Old Heart Of Mine (Is Weak For You) - Single Version,0.348,0.541,175893,0.649,972319,0.0,5,0.147,-7.579,1,51,0.0362,65.383,4,0.905
The Supremes,Come See About Me - Stereo Version,0.759,0.719,157133,0.492,880888,2.73e-06,7,0.126,-13.277,1,0,0.0489,127.814,4,0.934
The Spencer Davis Group,Gimme Some Lovin' - Single Mix,0.216,0.598,178840,0.564,155780,0.000204,0,0.277,-6.454,1,55,0.0319,147.62,4,0.43
Sly & The Family Stone,Everyday People,0.245,0.813,139507,0.619,880888,0.0151,7,0.113,-8.203,1,64,0.0294,114.58,4,0.774
Bobby Darin,Dream Lover,0.715,0.526,150706,0.774,275753,0.0,5,0.437,-1.692,1,61,0.0459,131.715,4,0.715
Manfred Mann,Do Wah Diddy Diddy,0.262,0.661,143400,0.557,194855,0.0,4,0.0557,-8.244,1,61,0.049,125.445,4,0.957
Buddy Holly,Everyday - Single Version,0.576,0.744,127067,0.186,676936,0.0,3,0.1,-14.45,1,16,0.0382,135.379,4,0.521
The Temptations,Get Ready,0.549,0.763,156173,0.656,1652057,0.0,0,0.125,-6.86,1,66,0.0417,118.394,4,0.926
Tommy James & The Shondells,Mony Mony,0.322,0.592,174133,0.834,152033,0.0,2,0.364,-11.565,1,52,0.0334,130.967,4,0.809
Tommy James & The Shondells,I Think We're Alone Now,0.0722,0.783,130320,0.42,152033,0.0316,11,0.0692,-11.05,0,55,0.103,131.75,4,0.716
Martha Reeves & The Vandellas,(Love Is Like A) Heat Wave,0.513,0.514,163053,0.624,246815,0.00517,0,0.307,-9.287,0,63,0.0842,166.726,4,0.755
Frankie Lymon & The Teenagers,Why Do Fools Fall in Love,0.51,0.388,139667,0.532,48297,3.06e-06,1,0.0974,-8.685,1,56,0.102,173.586,4,0.845
The Crystals,Then He Kissed Me,0.681,0.44,158853,0.682,880888,3.33e-05,4,0.207,-7.416,1,61,0.0373,135.917,4,0.626
The Angels,My Boyfriend's Back - Single Version,0.347,0.784,133813,0.92,880888,0.157,8,0.103,-5.044,1,38,0.201,135.093,4,0.745
The Mamas & The Papas,California Dreamin',0.352,0.552,162373,0.608,818297,0.0,1,0.0533,-9.786,0,76,0.0345,112.367,4,0.637
The Chiffons,One Fine Day,0.488,0.251,128200,0.868,60205,7.34e-06,1,0.814,-2.685,1,62,0.128,177.13,4,0.599
The Monkees,Daydream Believer,0.256,0.51,179613,0.488,622788,0.0,7,0.11,-10.304,1,69,0.0304,125.683,4,0.649
Herman's Hermits,I'm Into Something Good,0.716,0.592,153507,0.458,247924,0.0,0,0.237,-8.2,1,56,0.0296,133.64,4,0.723
Four Tops,"Reach Out, I'll Be There",0.0253,0.607,178533,0.599,609267,0.0,3,0.188,-8.908,0,56,0.0282,119.842,4,0.735
Angus & Julia Stone,Chateau,0.658,0.661,273533,0.585,995175,0.876,5,0.102,-11.255,1,59,0.0367,129.98,4,0.606
Milo Greene,1957,0.663,0.388,204213,0.595,76819,5.58e-05,1,0.178,-9.799,1,60,0.0325,190.043,4,0.596
The Head and the Heart,Shake,0.472,0.48,241707,0.79,802721,0.713,4,0.155,-7.775,1,59,0.0353,111.025,4,0.446
Half Moon Run,Call Me In The Afternoon,0.115,0.519,193240,0.95,208447,0.00631,1,0.111,-8.134,1,57,0.0438,88.567,4,0.625
Vance Joy,Saturday Sun,0.484,0.637,214720,0.864,2016749,0.0,8,0.222,-4.381,1,71,0.0468,99.995,4,0.706
Devarrow,Little Road,0.666,0.66,195680,0.618,2807,0.00176,8,0.184,-8.136,1,52,0.04,108.942,4,0.302
Birdtalker,Graveclothes,0.0538,0.431,227105,0.823,54308,2.48e-05,7,0.0855,-5.592,1,55,0.122,176.536,4,0.624
Nick Mulvey,Mountain To Move,0.431,0.662,236280,0.947,166269,0.007,7,0.0974,-6.409,1,55,0.0517,110.006,4,0.31
The Lumineers,Sleep On The Floor,0.249,0.389,211851,0.431,3707142,0.0,7,0.13,-8.061,1,66,0.0344,142.14,4,0.275
Freedom Fry,Awake,0.671,0.618,194000,0.769,30798,0.241,11,0.276,-4.642,0,55,0.0309,111.978,4,0.607
Caamp,Common Man,0.751,0.388,133477,0.59,140564,0.0,6,0.25,-7.173,1,55,0.0565,155.208,4,0.747
Beta Radio,Either Way,0.637,0.651,135560,0.621,44889,0.000122,8,0.0712,-7.271,1,53,0.0359,77.578,4,0.914
The Lumineers,Cleopatra,0.613,0.664,160097,0.573,3707142,0.000363,5,0.0857,-6.519,1,72,0.0277,76.023,4,0.566
Blanco White,Olalla,0.662,0.572,247373,0.409,69768,0.296,3,0.125,-11.384,1,67,0.0377,129.983,4,0.351
Traveller,Hummingbird,0.435,0.959,192743,0.424,2480,0.00049,2,0.107,-9.5,1,51,0.0522,108.997,4,0.852
Shakey Graves,Tomorrow,0.73,0.564,240587,0.354,335025,3.43e-06,7,0.208,-10.85,1,67,0.0334,98.075,3,0.423
Houndmouth,Sedona,0.0372,0.396,239880,0.677,177048,0.000137,3,0.112,-7.513,1,67,0.0354,135.177,4,0.249
Family and Friends,Amadeus,0.183,0.428,207519,0.724,18482,0.000136,11,0.251,-7.264,0,57,0.0434,146.917,4,0.184
The Ballroom Thieves,Can't Cheat Death,0.408,0.616,190787,0.754,40276,3.45e-06,7,0.127,-7.312,0,52,0.0689,117.924,4,0.376
Shakey Graves,Dearly Departed (feat. Esmé Patterson),0.303,0.576,212800,0.609,335025,0.0,7,0.164,-5.921,1,61,0.107,86.703,4,0.737
WILD,Back to You,0.056,0.615,305627,0.495,1201834,0.000801,2,0.11,-9.53,0,49,0.0291,115.089,4,0.248
Twin Forks,Back To You,0.00447,0.546,170963,0.842,36259,0.0,2,0.0755,-5.59,1,55,0.0657,128.973,4,0.34
Alabama Shakes,Hold On,0.206,0.574,226187,0.667,1324834,0.352,5,0.0852,-5.425,1,61,0.0301,88.299,4,0.546
Hozier,Someone New,0.429,0.443,222813,0.533,3866511,3.66e-06,7,0.332,-5.956,1,67,0.0473,183.791,4,0.596
Bibio,lovers’ carvings,0.68,0.558,238640,0.47,169021,0.914,7,0.532,-5.5,1,58,0.0316,118.06,4,0.427
Of Monsters and Men,Dirty Paws,0.108,0.359,278373,0.648,2879067,0.0135,3,0.0555,-7.06,1,69,0.035,111.733,4,0.133
Langhorne Slim,Put It Together,0.327,0.484,195160,0.869,121058,0.000132,9,0.112,-3.778,1,51,0.0322,125.63,3,0.757
The Head and the Heart,All We Ever Knew - Recorded at Spotify Studios NYC,0.0695,0.46,228587,0.825,802721,1.52e-05,0,0.337,-5.203,1,52,0.031,100.137,4,0.443
Haley Heynderickx,Oom Sha La La,0.275,0.538,177340,0.417,67699,0.0,2,0.206,-9.176,1,57,0.0361,115.422,4,0.252
Nathaniel Rateliff & The Night Sweats,S.O.B.,0.267,0.699,247613,0.579,402260,0.00602,1,0.452,-6.504,1,66,0.0416,109.948,4,0.128
The Revivalists,Wish I Knew You,0.142,0.649,274093,0.718,239800,0.0713,0,0.124,-6.593,0,68,0.0261,101.034,4,0.718
Mt. Joy,Silver Lining,0.00114,0.541,198600,0.616,135302,1.09e-06,0,0.151,-6.53,1,68,0.028,144.218,4,0.203
Liz Cooper & the Stampede,Mountain Man,0.153,0.42,238427,0.697,18940,0.00106,3,0.355,-9.784,1,48,0.0526,122.658,4,0.454
Joseph,White Flag,0.036,0.565,199853,0.862,83564,0.00146,2,0.244,-4.741,1,53,0.0431,108.042,4,0.462
Vance Joy,Lay It On Me,0.101,0.733,215493,0.663,2016749,6.98e-06,5,0.0694,-5.766,1,63,0.0322,127.974,4,0.53
Of Monsters and Men,King And Lionheart,0.104,0.52,273853,0.655,2879067,0.00347,3,0.124,-6.516,1,59,0.0393,126.593,4,0.289
First Aid Kit,Wolf (Bonus Track),0.0594,0.522,220333,0.746,912502,0.00103,8,0.257,-6.999,1,53,0.0422,102.093,4,0.404
The War and Treaty,Hi Ho,0.405,0.489,191635,0.649,26312,0.0,7,0.062,-6.041,1,48,0.0334,114.869,4,0.734
Young Pines,Start Right Now (feat. Laney Jones),0.00463,0.787,194230,0.704,482,0.451,6,0.0543,-6.46,1,48,0.0499,121.009,4,0.504
Ezra Vine,Celeste,0.0299,0.604,203310,0.841,17267,0.00382,1,0.136,-5.145,1,60,0.0423,138.976,4,0.578
Wild Child,Back & Forth,0.95,0.37,247493,0.174,118283,0.0029,4,0.11,-19.316,0,58,0.0377,92.75,4,0.181
Graham Colton,Life's What You Make It,0.371,0.655,186109,0.686,21390,1.13e-06,7,0.113,-5.701,1,50,0.028,112.974,4,0.544
Graeme James,Alive,0.159,0.711,242000,0.892,10092,0.392,5,0.113,-7.767,1,49,0.0331,117.029,4,0.802
Emil Landman,Our Bodies,0.561,0.761,189907,0.542,5647,1.53e-06,4,0.258,-5.256,1,48,0.0269,81.975,4,0.87
Morningsiders,Empress,0.326,0.703,199743,0.549,22834,0.00256,0,0.082,-9.731,1,59,0.0295,99.985,5,0.385
Avalanche City,Love Love Love,0.188,0.519,192827,0.494,27516,0.0,6,0.159,-5.399,1,46,0.0263,99.909,4,0.243
The Tallest Man On Earth,King of Spain,0.757,0.385,206187,0.493,555848,2.45e-06,8,0.116,-8.342,1,54,0.0344,131.615,4,0.375
The Harmaleighs,I Keep Ticking On,0.245,0.602,156360,0.771,8201,0.0,3,0.107,-4.494,1,52,0.04,125.024,4,0.41
Dispatch,Only the Wild Ones,0.413,0.492,253165,0.7,205070,0.00013,8,0.0996,-7.001,1,60,0.0437,110.741,4,0.605
firekid,Lay By Me,0.312,0.696,192467,0.77,10634,0.0,1,0.0503,-5.774,1,50,0.0556,128.053,4,0.494
The Wind and The Wave,Happiness Is Not A Place,0.0103,0.698,250973,0.881,40797,1.63e-05,10,0.0685,-3.826,0,50,0.0315,113.997,4,0.965
Lucius,Neighbors,0.281,0.733,205120,0.795,120208,4.35e-06,4,0.125,-5.266,0,48,0.0279,102.972,4,0.855
Chef'Special,In Your Arms,0.646,0.669,215269,0.406,127699,1.27e-05,5,0.112,-12.186,1,61,0.0501,92.964,4,0.362
Iron & Wine,Call It Dreaming,0.61,0.519,231760,0.515,869193,5.66e-05,5,0.107,-9.448,1,63,0.031,80.329,4,0.714
Fleet Foxes,"If You Need To, Keep Time On Me",0.647,0.521,210507,0.22,958613,0.00814,9,0.179,-10.202,1,66,0.0314,104.03,4,0.135
